id,cross_session_id,GFP,Slc17a7,Ndnf,Hpse,Pthlh,Chat,Tac1,Calb1,Mme,Crh,Reln,Tac2,Lamp5,Calb2,Pdyn,Penk,Gad2,Npy,Pvalb,Cck,Sst,Vip,mouse_id,Ptprt,Nos1,Chrna4
10,462,309,83,8,,44,,4,25,,34,6,6,23.0,87,3.0,,113,1,6,65,23,263,755252,,15.0,
11,510,383,1,5,,63,,33,20,,1,14,4,22.0,1,6.0,,147,5,137,43,4,1,755252,,5.0,
12,521,479,1,3,,24,,0,13,,0,36,6,6.0,1,0.0,,146,1,146,9,6,3,755252,,7.0,
13,522,21,117,2,,6,,1,8,,0,6,3,17.0,3,2.0,,11,1,10,42,9,3,755252,,6.0,
14,475,265,1,3,,21,,10,9,,62,5,2,8.0,10,0.0,,122,1,2,4,15,223,755252,,2.0,
15,524,342,2,9,,43,,93,10,,4,18,2,8.0,4,3.0,,110,1,69,25,2,3,755252,,8.0,
16,529,164,0,1,,26,,0,1,,0,1,2,0.0,71,0.0,,35,0,0,0,4,140,755252,,3.0,
19,493,395,0,9,,19,,3,17,,2,16,5,10.0,2,2.0,,146,3,161,16,2,5,755252,,13.0,
20,490,232,7,5,,32,,6,11,,56,2,1,10.0,3,3.0,,121,0,4,23,20,176,755252,,7.0,
22,468,346,3,10,,16,,5,26,,5,29,11,18.0,4,5.0,,78,1,218,43,9,5,755252,,11.0,
25,502,29,67,8,,6,,3,27,,5,11,0,8.0,2,3.0,,7,0,3,73,3,2,755252,,3.0,
26,528,238,12,9,,38,,5,21,,48,4,36,22.0,5,4.0,,91,1,5,63,20,222,755252,,11.0,
27,508,569,83,14,,45,,16,27,,9,12,11,64.0,17,11.0,,155,7,415,68,18,4,755252,,25.0,
28,491,457,7,8,,42,,4,18,,1,13,5,17.0,5,1.0,,120,6,227,14,6,3,755252,,16.0,
30,517,542,21,15,,21,,8,29,,6,9,6,23.0,11,7.0,,199,3,296,40,9,1,755252,,22.0,
31,494,324,28,4,,16,,4,15,,3,4,5,130.0,54,4.0,,316,378,3,33,11,2,755252,,43.0,
32,456,601,42,22,,38,,10,67,,7,48,11,60.0,3,5.0,,163,5,326,76,12,9,755252,,33.0,
33,499,467,87,12,,42,,7,33,,4,18,7,57.0,17,7.0,,246,43,368,148,13,20,755252,,21.0,
34,527,280,150,10,,43,,8,27,,43,11,178,26.0,104,6.0,,114,7,7,82,22,206,755252,,31.0,
36,499,467,87,12,,42,,7,33,,4,18,7,57.0,17,7.0,,246,43,368,148,13,20,755252,,21.0,
37,537,531,0,8,,14,,3,32,,3,18,7,25.0,12,3.0,,175,12,282,42,11,5,755252,,12.0,
38,492,653,3,7,,27,,8,28,,3,28,2,61.0,3,14.0,,139,4,451,58,4,2,755252,,25.0,
40,495,185,7,5,,13,,3,126,,10,178,6,31.0,186,33.0,,150,232,10,23,470,5,755252,,15.0,
41,483,555,96,21,,49,,22,96,,12,18,12,74.0,35,13.0,,174,10,394,180,31,13,755252,,22.0,
44,511,460,1,6,,45,,10,16,,2,8,3,24.0,5,4.0,,242,6,373,40,8,4,755252,,25.0,
45,516,447,139,10,,31,,10,33,,4,31,8,46.0,11,15.0,,142,7,252,110,14,8,755252,,17.0,
46,531,360,94,5,,35,,6,13,,53,8,6,17.0,54,4.0,,223,5,4,72,42,317,755252,,10.0,
50,500,43,7,0,,0,,0,0,,0,0,0,0.0,0,0.0,,20,0,0,0,2,0,755252,,0.0,
51,512,566,92,12,,33,,6,45,,4,39,5,61.0,8,11.0,,189,2,286,95,13,11,755252,,37.0,
52,515,468,0,8,,13,,1,9,,1,15,0,21.0,1,9.0,,100,0,157,33,5,3,755252,,7.0,
53,542,657,123,5,,21,,0,28,,1,5,6,43.0,12,6.0,,217,7,290,81,15,6,755252,,23.0,
54,509,645,0,8,,17,,4,11,,0,11,0,47.0,3,11.0,,144,2,356,47,9,1,755252,,26.0,
56,488,350,0,1,,8,,2,9,,1,31,0,18.0,4,2.0,,124,2,116,19,34,1,755252,,7.0,
57,525,33,95,1,,3,,1,13,,0,3,4,18.0,1,3.0,,7,1,4,61,7,1,755252,,4.0,
58,476,176,6,2,,12,,2,16,,57,22,0,12.0,0,2.0,,69,0,0,57,6,114,755252,,3.0,
59,518,99,0,6,,22,,0,4,,6,1,2,10.0,56,2.0,,89,0,1,10,15,243,755252,,5.0,
60,513,663,44,7,,46,,6,46,,8,16,18,65.0,8,9.0,,165,7,430,95,10,4,755252,,34.0,
62,519,11,9,0,,0,,0,0,,0,0,0,0.0,0,1.0,,8,0,1,14,4,1,755252,,1.0,
63,477,282,36,5,,42,,2,27,,3,5,4,38.0,121,6.0,,90,4,20,77,24,250,755252,,19.0,
65,474,450,0,15,,34,,2,16,,1,7,6,67.0,5,6.0,,171,4,412,77,4,1,755252,,40.0,
66,535,426,2,7,,6,,0,3,,3,3,2,148.0,47,4.0,,363,376,6,18,2,0,755252,,52.0,
67,501,247,1,1,,44,,0,18,,2,4,1,6.0,172,2.0,,45,3,3,4,25,282,755252,,12.0,
68,505,181,1,3,,4,,0,11,,38,21,2,7.0,39,0.0,,108,2,3,12,0,1,755252,,2.0,
